record_id,first_name,last_name,gender,age,bday,role,crash_date,crash_hour,county,state,zip
573,Jason,Adams,F,41.0,1983-03-23,Driver,2024-01-21,7,Kings,NY,
574,Michael,Perez,M,17.0,2007-06-11,Driver,2024-07-29,12,Suffolk,NY,
575,Thomas,Smith,M,,2008-12-15,Driver,2024-09-25,9,Kings,NY,
576,Joseph,Lewis,M,56.0,1968-07-09,Driver,2024-03-23,15,Kings,NY,
577,Brian,Miller,,90.0,1934-05-24,Driver,2024-07-25,0,Bronx,NY,11201.0
578,,Young,F,16.0,2008-06-25,Driver,2024-12-19,17,New York,NY,14830.0
579,Andrew,Torres,M,84.0,1940-04-08,Driver,2024-06-15,1,Nassau,NY,
580,John,Wilson,M,,1936-02-04,Driver,2024-12-14,17,,NY,10451.0
581,Jennifer,,F,67.0,1957-05-26,Driver,2024-11-02,17,Westchester,NY,11901.0
582,Anthony,Perez,M,72.0,1952-10-09,Driver,2024-01-01,13,,NY,10451.0
583,Deborah,Williams,F,19.0,2005-04-05,Driver,2024-05-31,14,Albany,NY,11201.0
584,Donald,Harris,M,82.0,1942-03-22,Driver,2024-08-03,3,Bronx,NY,
585,Cynthia,Nguyen,F,47.0,1977-08-06,Driver,2024-10-31,17,Suffolk,NY,10451.0
586,,Jackson,M,94.0,1930-02-28,Driver,2024-10-24,3,Westchester,NY,
587,Barbara,Wright,M,41.0,1983-01-17,Driver,2024-11-06,17,Bronx,NY,11201.0
588,Rebecca,Anderson,F,18.0,2006-10-15,Driver,2024-02-06,13,Westchester,NY,11701.0
589,,Campbell,M,25.0,1999-02-03,Passenger,2024-12-18,6,Onondaga,NY,
590,Matthew,Baker,M,44.0,1980-05-09,Driver,2024-03-22,2,Queens,NY,10001.0
591,Christopher,Harris,M,79.0,1945-01-02,Driver,2024-11-02,1,Albany,NY,
592,Elizabeth,,M,49.0,1975-11-02,Driver,2024-07-06,9,Erie,NY,
593,Daniel,Johnson,F,59.0,1965-03-05,Driver,2024-02-03,1,Monroe,NY,13021.0
594,Barbara,Scott,F,94.0,1930-04-17,Driver,2024-04-09,12,Westchester,NY,
595,Carol,Nelson,F,20.0,2004-03-01,Driver,2024-05-04,13,Westchester,NY,
596,Kenneth,Harris,M,49.0,1975-05-28,Driver,2024-01-22,5,New York,NY,
597,Ronald,Moore,F,95.0,1929-09-17,Driver,2024-01-12,7,Westchester,NY,
598,Brian,,M,66.0,,Passenger,2024-04-14,6,Kings,NY,
599,Melissa,Hill,M,93.0,1931-02-18,Driver,2024-01-25,19,Kings,NY,10002.0
600,Ryan,Flores,F,95.0,1929-06-13,Driver,2024-02-18,14,,NY,
601,Stephanie,Clark,M,25.0,1999-09-01,Driver,2024-05-05,22,New York,NY,14604.0
602,Nancy,Flores,F,16.0,2008-02-10,Driver,2024-11-05,2,Bronx,NY,14604.0
603,Richard,Hernandez,F,,2005-10-20,Driver,2024-09-15,4,Bronx,NY,10001.0
604,Sharon,White,F,47.0,1977-04-16,Passenger,2024-07-21,13,New York,NY,
605,Jeffrey,Wilson,,84.0,1940-02-27,Driver,2024-01-14,12,Erie,NY,
606,Barbara,Ramirez,F,92.0,1932-08-14,Driver,2024-10-14,20,Erie,NY,
607,Richard,Perez,M,86.0,1938-09-24,Driver,2024-09-27,4,,NY,
608,Andrew,,F,44.0,1980-10-06,Pedal Cycle,2024-01-09,22,Onondaga,NY,14201.0
609,Sharon,Scott,F,55.0,1969-02-17,Driver,2024-05-31,4,Queens,NY,10451.0
610,Barbara,Gonzalez,M,40.0,1984-05-25,Driver,2024-03-13,13,,NY,13021.0
611,Mark,Lopez,F,19.0,2005-09-20,Driver,2024-04-22,10,Suffolk,NY,13202.0
612,Anthony,Nelson,M,25.0,1999-10-14,Driver,2024-06-23,0,Queens,NY,
613,Anthony,Green,M,26.0,1998-09-16,Driver,2024-08-06,3,Suffolk,NY,
614,Paul,Martinez,M,45.0,1979-09-09,Driver,2024-11-16,1,Albany,NY,11901.0
615,,Allen,M,19.0,2005-10-11,Driver,2024-01-14,1,Bronx,NY,13502.0
616,,Nguyen,F,85.0,1939-03-02,Driver,2024-07-07,7,Suffolk,NY,14604.0
617,Kevin,Rodriguez,F,24.0,2000-02-24,Driver,2024-09-08,23,Suffolk,NY,14201.0
618,Robert,Gonzalez,M,67.0,1957-03-11,Driver,2024-07-02,22,Erie,NY,
619,Matthew,Davis,M,91.0,1933-09-22,Driver,2024-06-11,4,Onondaga,NY,11201.0
620,Laura,Nguyen,,22.0,2002-05-17,Driver,2024-01-23,3,New York,NY,12207.0
621,Kevin,Allen,M,16.0,2008-03-21,Driver,2024-02-17,15,Richmond,NY,14830.0
622,Mark,Anderson,F,40.0,1984-09-08,Driver,2024-02-28,16,Erie,NY,14604.0
623,Betty,Baker,F,23.0,2001-12-02,Passenger,2024-07-25,15,,NY,
624,Kenneth,Thompson,F,22.0,2002-11-28,Driver,2024-12-03,11,Albany,NY,
625,Andrew,Rodriguez,M,79.0,,Driver,2024-10-12,18,Queens,NY,11901.0
626,John,Hill,F,24.0,2000-07-24,Driver,2024-11-02,22,Westchester,NY,
627,Mark,Green,M,90.0,1934-01-23,Driver,2024-12-01,14,Bronx,NY,
628,Stephanie,Jones,F,23.0,2001-08-20,Driver,2024-09-29,15,New York,NY,
629,Deborah,Williams,F,86.0,1938-09-01,Driver,2024-07-23,20,Erie,NY,14830.0
630,John,Johnson,F,24.0,2000-03-25,Driver,2024-06-24,11,Monroe,NY,13021.0
631,Paul,,F,22.0,2002-04-28,Passenger,2024-04-09,17,Richmond,NY,
632,Lisa,Harris,M,77.0,1947-10-08,Driver,2024-12-21,7,Nassau,NY,13502.0
633,Thomas,Harris,M,65.0,1959-10-11,Driver,2024-09-06,21,Monroe,NY,14830.0
634,Donald,Hernandez,M,87.0,1937-06-19,Driver,2024-04-30,8,Albany,NY,
635,,Wilson,F,92.0,1932-09-04,Driver,2024-05-01,13,Onondaga,NY,
636,Stephanie,Thompson,M,81.0,1943-02-23,Driver,2024-10-29,16,,NY,
637,David,Rodriguez,F,94.0,1930-07-14,Driver,2024-01-30,10,Richmond,NY,14201.0
638,Paul,Green,M,95.0,1929-06-26,Driver,2024-06-11,22,Richmond,NY,
639,John,Williams,F,19.0,2005-10-21,Driver,2024-04-28,2,Kings,NY,
640,Kenneth,Green,M,32.0,1992-05-10,Driver,2024-05-25,16,Queens,NY,11701.0
641,Charles,Adams,M,34.0,1990-06-28,Driver,2024-09-20,23,Westchester,NY,
642,Sharon,,M,93.0,1931-11-01,Driver,2024-11-16,9,Richmond,NY,
643,Donald,Sanchez,M,23.0,2001-03-26,Driver,2024-04-02,11,Onondaga,NY,13502.0
644,Jason,Nelson,F,86.0,1938-09-08,Driver,2024-02-22,12,Albany,NY,
645,Andrew,,F,,2008-06-06,Passenger,2024-03-29,4,,NY,10451.0
646,Emily,Scott,M,46.0,1978-11-12,Driver,2024-12-25,7,Richmond,NY,
647,Rebecca,Sanchez,M,62.0,1962-06-09,Driver,2024-05-09,18,Onondaga,NY,
648,Lisa,Thomas,F,89.0,1935-09-16,Driver,2024-02-27,6,Onondaga,NY,
649,Ronald,White,M,29.0,1995-09-07,Driver,2024-03-29,1,Albany,NY,11701.0
650,Melissa,White,F,72.0,1952-11-18,Driver,2024-07-20,1,Albany,NY,
651,Laura,Hernandez,,62.0,1962-02-01,Driver,2024-03-17,20,Richmond,NY,
652,Michelle,Gonzalez,F,80.0,1944-02-07,Driver,2024-12-17,18,Onondaga,NY,14604.0
653,Sandra,Nelson,M,17.0,2007-02-04,Driver,2024-07-14,12,Bronx,NY,
654,Michelle,Mitchell,F,25.0,1999-04-14,Driver,2024-07-13,10,Kings,NY,
655,Emily,Baker,M,94.0,1930-06-28,Driver,2024-01-05,18,,NY,
656,Ronald,Jones,F,26.0,1998-04-23,Driver,2024-12-07,18,Richmond,NY,
657,Christopher,,M,18.0,2006-04-28,Driver,2024-01-14,8,Bronx,NY,
658,David,Hill,,88.0,1936-02-14,Driver,2024-08-06,18,Albany,NY,10451.0
659,Brian,Rivera,,16.0,2008-02-01,Passenger,2024-11-11,11,New York,NY,13202.0
660,,,F,42.0,1982-08-27,Driver,2024-02-24,4,Monroe,NY,13502.0
661,Joseph,Miller,M,17.0,,Driver,2024-08-04,16,Albany,NY,
662,,Allen,M,72.0,1952-01-15,Driver,2024-12-30,7,Nassau,NY,
663,Andrew,,M,81.0,1943-11-12,Driver,2024-08-16,13,,NY,12207.0
664,Kathleen,Taylor,F,53.0,1971-03-03,Driver,2024-06-29,18,,NY,10001.0
665,Timothy,Jones,M,25.0,1999-08-22,Driver,2024-08-27,3,Monroe,NY,14201.0
666,Andrew,Smith,M,87.0,1937-02-11,Driver,2024-03-29,1,Monroe,NY,
667,Joseph,Adams,,79.0,1945-11-04,Driver,2024-07-31,12,Richmond,NY,
